  Depth   SampleID      Ti        Ta        P1       P1sigma      P2       P2sigma      DA       DAsigma  
  101.874    238      -15.7     -16.0       2.9363     0.0009     2.9271     0.0006    0.00877    0.00049 
  101.879    238      -15.9     -16.2       2.9282     0.0010     2.9195     0.0006    0.00835    0.00044 
  101.884    238      -16.2     -16.6       2.9180     0.0005     2.9090     0.0004    0.00832    0.00028 
  101.889    238      -15.7     -15.9       2.9047     0.0002     2.8956     0.0003    0.00879    0.00012 
  101.894    238      -16.0     -16.3       2.8882     0.0001     2.8787     0.0003    0.00960    0.00012 
  101.899    238      -15.8     -16.0       2.8734     0.0007     2.8641     0.0003    0.00953    0.00034 
  101.904    238      -16.0     -16.3       2.8696     0.0006     2.8616     0.0008    0.00881    0.00064 
  101.909    238      -16.3     -16.5       2.8765     0.0003     2.8672     0.0002    0.00955    0.00055 
  101.914    238      -16.1     -16.4       2.8897     0.0004     2.8795     0.0002    0.01093    0.00084 
  101.919    238      -16.2     -16.4       2.9028     0.0002     2.8936     0.0007    0.00922    0.00066 
  101.924    238      -16.2     -16.4       2.9095     0.0002     2.9040     0.0008    0.00532    0.00010 
  101.929    238      -15.8     -16.1       2.9090     0.0009     2.9066     0.0006    0.00239    0.00062 
  101.934    238      -16.2     -16.3       2.9075     0.0007     2.9046     0.0005    0.00251    0.00077 
  101.939    238      -15.8     -15.9       2.9085     0.0006     2.9049     0.0002    0.00291    0.00048 
  101.944    238      -16.4     -16.6       2.9122     0.0001     2.9087     0.0001    0.00276    0.00028 
  101.949    238      -16.2     -16.4       2.9181     0.0008     2.9144     0.0009    0.00343    0.00074 
  101.954    238      -16.3     -16.5       2.9222     0.0006     2.9178     0.0002    0.00506    0.00038 
  101.959    238      -16.3     -16.5       2.9236     0.0004     2.9170     0.0003    0.00649    0.00009 
  101.964    238      -16.0     -16.2       2.9229     0.0001     2.9160     0.0002    0.00642    0.00021 
  101.969    238      -16.0     -16.2       2.9208     0.0001     2.9137     0.0001    0.00614    0.00018 
  101.974    238      -16.5     -16.7       2.9203     0.0001     2.9118     0.0002    0.00765    0.00027 
  101.979    238      -16.1     -16.3       2.9226     0.0002     2.9122     0.0001    0.00969    0.00022 
  101.984    238      -16.0     -16.0       2.9240     0.0006     2.9137     0.0005    0.00995    0.00037 
  101.989    238      -16.2     -16.0       2.9221     0.0008     2.9129     0.0001    0.00906    0.00016 
  101.994    238      -16.5     -16.1       2.9195     0.0002     2.9099     0.0002    0.00921    0.00023 
  101.999    238      -16.0     -15.6       2.9183     0.0002     2.9077     0.0001    0.01037    0.00025 
  102.004    238      -16.3     -15.8       2.9193     0.0000     2.9082     0.0000    0.01063    0.00006 
  102.009    238      -15.9     -15.3       2.9239     0.0006     2.9132     0.0007    0.01025    0.00050 
  102.014    238      -15.9     -15.4       2.9298     0.0001     2.9194     0.0002    0.00997    0.00030 
  102.019    238      -16.0     -15.5       2.9350     0.0003     2.9257     0.0004    0.00911    0.00009 
  102.024    238      -16.4     -15.8       2.9352     0.0002     2.9295     0.0002    0.00623    0.00029 
  102.029    238      -15.8     -15.3       2.9317     0.0003     2.9314     0.0002    0.00000    0.00021 
  102.034    238      -16.2     -15.6       2.9288     0.0003     2.9285     0.0002    0.00020    0.00060 
  102.039    238      -15.9     -15.2       2.9275     0.0004     2.9271     0.0003    0.00096    0.00095 
  102.044    238      -16.0     -15.4       2.9254     0.0002     2.9230     0.0002    0.00348    0.00066 
  102.049    238      -15.8     -15.1       2.9250     0.0003     2.9197     0.0003    0.00559    0.00053 
  102.054    238      -15.9     -15.2       2.9258     0.0007     2.9186     0.0006    0.00710    0.00025 
  102.059    238      -15.6     -14.9       2.9286     0.0005     2.9204     0.0008    0.00832    0.00026 
  102.064    238      -15.5     -14.8       2.9311     0.0002     2.9226     0.0002    0.00844    0.00029 
  102.069    238      -15.4     -14.7       2.9306     0.0002     2.9224     0.0001    0.00817    0.00010 
  102.074    238      -15.6     -15.1       2.9292     0.0004     2.9221     0.0002    0.00830    0.00027 
  102.079    238      -15.8     -15.6       2.9268     0.0004     2.9199     0.0008    0.00789    0.00060 
  102.113    239      -15.8     -16.1       2.9122     0.0005     2.9081     0.0001    0.00304    0.00041 
  102.118    239      -15.5     -15.7       2.9063     0.0003     2.8998     0.0005    0.00610    0.00006 
  102.123    239      -15.4     -15.7       2.9012     0.0001     2.8906     0.0001    0.00998    0.00040 
  102.128    239      -15.8     -16.1       2.9001     0.0003     2.8871     0.0003    0.01267    0.00042 
  102.133    239      -15.7     -16.0       2.9009     0.0001     2.8865     0.0004    0.01380    0.00026 
  102.138    239      -16.0     -16.4       2.9012     0.0004     2.8864     0.0003    0.01460    0.00010 
  102.143    239      -16.0     -16.4       2.9018     0.0006     2.8869     0.0006    0.01487    0.00012 
  102.148    239      -16.0     -16.4       2.9042     0.0001     2.8894     0.0001    0.01433    0.00015 
  102.153    239      -15.9     -16.3       2.9063     0.0001     2.8922     0.0000    0.01360    0.00020 
  102.158    239      -15.6     -15.9       2.9074     0.0001     2.8933     0.0001    0.01367    0.00015 
  102.163    239      -15.8     -16.2       2.9076     0.0002     2.8936     0.0003    0.01340    0.00035 
  102.168    239      -15.9     -16.1       2.9101     0.0002     2.8977     0.0007    0.01220    0.00056 
  102.173    239      -15.5     -15.8       2.9179     0.0002     2.9076     0.0004    0.01052    0.00050 
  102.178    239      -16.1     -16.4       2.9264     0.0003     2.9179     0.0002    0.00928    0.00055 
  102.183    239      -16.0     -16.3       2.9281     0.0002     2.9212     0.0015    0.00860    0.00065 
  102.188    239      -16.0     -16.3       2.9216     0.0001     2.9144     0.0004    0.00838    0.00070 
  102.193    239      -16.2     -16.5       2.9138     0.0003     2.9074     0.0001    0.00719    0.00077 
  102.198    239      -16.0     -16.2       2.9124     0.0001     2.9081     0.0012    0.00352    0.00164 
  102.203    239      -16.0     -16.3       2.9142     0.0002     2.9110     0.0012    0.00184    0.00074 
  102.208    239      -15.8     -16.2       2.9151     0.0007     2.9135     0.0001    0.00082    0.00011 
  102.213    239      -16.0     -16.3       2.9170     0.0005     2.9143     0.0003    0.00183    0.00031 
  102.218    239      -15.6     -15.8       2.9196     0.0001     2.9160     0.0002    0.00298    0.00031 
  102.223    239      -16.3     -16.5       2.9199     0.0007     2.9156     0.0001    0.00439    0.00074 
  102.228    239      -16.2     -16.6       2.9186     0.0002     2.9114     0.0003    0.00625    0.00053 
  102.233    239      -16.3     -16.6       2.9157     0.0003     2.9069     0.0006    0.00803    0.00030 
  102.238    239      -16.3     -16.7       2.9178     0.0004     2.9078     0.0003    0.00990    0.00013 
  102.243    239      -16.3     -16.7       2.9225     0.0003     2.9139     0.0002    0.00878    0.00023 
  102.248    239      -16.3     -16.7       2.9230     0.0003     2.9186     0.0003    0.00475    0.00036 
  102.253    239      -16.4     -16.7       2.9201     0.0003     2.9196     0.0002    0.00092    0.00046 
  102.258    239      -15.9     -16.1       2.9205     0.0005     2.9197     0.0005    0.00154    0.00079 
  102.263    239      -16.4     -16.7       2.9232     0.0006     2.9185     0.0001    0.00506    0.00066 
  102.268    239      -16.4     -16.7       2.9237     0.0003     2.9169     0.0001    0.00728    0.00022 
  102.273    239      -16.4     -16.6       2.9193     0.0010     2.9108     0.0006    0.00851    0.00041 
  102.278    239      -16.5     -16.4       2.9144     0.0007     2.9049     0.0003    0.00945    0.00045 
  102.283    239      -16.4     -16.2       2.9125     0.0004     2.9031     0.0001    0.00954    0.00058 
  102.288    239      -15.8     -15.4       2.9152     0.0003     2.9077     0.0001    0.00767    0.00124 
  102.293    239      -15.8     -15.3       2.9185     0.0002     2.9127     0.0002    0.00540    0.00076 
  102.298    239      -16.3     -15.8       2.9203     0.0003     2.9139     0.0002    0.00612    0.00085 
  102.303    239      -16.4     -15.7       2.9206     0.0004     2.9116     0.0001    0.00860    0.00063 
  102.308    239      -16.2     -15.6       2.9194     0.0001     2.9099     0.0003    0.00931    0.00029 
  102.313    239      -16.0     -15.4       2.9183     0.0003     2.9103     0.0002    0.00822    0.00044 
  102.318    239      -15.8     -15.2       2.9174     0.0001     2.9102     0.0002    0.00718    0.00035 
  102.323    239      -16.0     -15.4       2.9131     0.0002     2.9035     0.0002    0.00962    0.00032 
  102.328    239      -16.2     -15.6       2.9056     0.0002     2.8923     0.0004    0.01340    0.00046 
  102.333    239      -15.7     -15.0       2.8991     0.0002     2.8826     0.0001    0.01653    0.00060 
  102.338    239      -15.8     -15.2       2.8970     0.0004     2.8800     0.0003    0.01703    0.00050 
  102.343    239      -15.5     -14.8       2.8982     0.0003     2.8823     0.0002    0.01613    0.00049 
  102.348    239      -15.6     -15.0       2.9005     0.0004     2.8859     0.0005    0.01427    0.00046 
  102.353    239      -15.3     -14.7       2.9031     0.0005     2.8896     0.0002    0.01293    0.00038 
  102.358    239      -15.9     -15.2       2.9080     0.0003     2.8956     0.0002    0.01207    0.00006 
  102.363    239      -15.7     -14.7       2.9161     0.0004     2.9060     0.0001    0.01010    0.00010 
  102.368    239      -15.8     -15.5       2.9253     0.0004     2.9168     0.0002    0.00884    0.00028 
  102.373    239      -15.6     -15.7       2.9317     0.0001     2.9244     0.0003    0.00774    0.00035 
  102.378    239      -15.8     -15.9       2.9340     0.0005     2.9278     0.0005    0.00661    0.00041 
  102.383    239      -15.4     -15.6       2.9321     0.0002     2.9264     0.0006    0.00572    0.00032 
  102.388    239      -15.6     -15.8       2.9305     0.0005     2.9236     0.0005    0.00659    0.00011 
  102.393    239      -15.8     -16.1       2.9276     0.0004     2.9201     0.0003    0.00692    0.00039 
  102.398    239      -15.7     -16.0       2.9230     0.0006     2.9162     0.0002    0.00662    0.00030 
  102.403    239      -16.0     -16.4       2.9213     0.0008     2.9153     0.0005    0.00614    0.00032 
  102.408    239      -15.9     -16.2       2.9286     0.0004     2.9218     0.0006    0.00703    0.00033 
  102.413    239      -15.8     -16.1       2.9361     0.0007     2.9280     0.0007    0.00801    0.00042 
  102.418    239      -15.5     -15.8       2.9356     0.0008     2.9273     0.0007    0.00844    0.00045 
  102.423    239      -15.8     -16.1       2.9290     0.0004     2.9215     0.0002    0.00790    0.00028 
  102.428    239      -15.9     -16.3       2.9234     0.0005     2.9157     0.0006    0.00734    0.00008 
  102.433    239      -15.6     -16.0       2.9196     0.0008     2.9120     0.0006    0.00724    0.00020 
  102.438    239      -15.8     -16.3       2.9153     0.0006     2.9077     0.0003    0.00735    0.00015 
  102.443    239      -16.0     -16.5       2.9107     0.0004     2.9027     0.0001    0.00807    0.00010 
  102.448    239      -15.8     -16.4       2.9105     0.0001     2.9019     0.0003    0.00893    0.00023 
  102.453    239      -15.9     -16.3       2.9191     0.0004     2.9098     0.0001    0.01008    0.00063 
  102.458    239      -15.9     -16.2       2.9290     0.0008     2.9204     0.0001    0.00949    0.00072 
  102.463    239      -16.2     -16.5       2.9319     0.0006     2.9251     0.0002    0.00743    0.00069 
  102.468    239      -15.7     -15.9       2.9272     0.0004     2.9239     0.0009    0.00433    0.00082 
  102.473    239      -15.9     -16.3       2.9232     0.0002     2.9197     0.0004    0.00420    0.00054 
  102.478    239      -15.9     -16.2       2.9219     0.0004     2.9145     0.0003    0.00699    0.00043 
  102.483    239      -16.0     -16.4       2.9227     0.0003     2.9131     0.0003    0.00922    0.00034 
  102.488    239      -16.2     -16.6       2.9256     0.0001     2.9151     0.0002    0.00985    0.00029 
  102.493    239      -16.0     -16.4       2.9308     0.0003     2.9207     0.0001    0.00923    0.00006 
  102.498    239      -16.2     -16.5       2.9338     0.0003     2.9246     0.0000    0.00896    0.00030 
  102.503    239      -16.2     -16.5       2.9342     0.0004     2.9247     0.0002    0.00937    0.00045 
  102.508    239      -16.1     -16.6       2.9335     0.0002     2.9250     0.0002    0.00907    0.00025 
  102.513    239      -16.0     -16.4       2.9342     0.0004     2.9266     0.0001    0.00785    0.00054 
  102.518    239      -16.0     -16.3       2.9326     0.0007     2.9264     0.0003    0.00667    0.00038 
  102.523    239      -16.0     -15.9       2.9286     0.0004     2.9229     0.0004    0.00620    0.00053 
  102.528    239      -16.4     -16.2       2.9240     0.0003     2.9186     0.0007    0.00612    0.00051 
  102.533    239      -16.3     -15.9       2.9232     0.0003     2.9173     0.0008    0.00580    0.00044 
  102.538    239      -16.0     -15.5       2.9248     0.0003     2.9193     0.0008    0.00554    0.00043 
  102.543    239      -16.3     -15.7       2.9264     0.0001     2.9205     0.0003    0.00592    0.00026 
  102.548    239      -16.1     -15.5       2.9267     0.0007     2.9190     0.0003    0.00794    0.00015 
  102.553    239      -15.9     -15.3       2.9257     0.0006     2.9154     0.0004    0.01053    0.00061 
  102.558    239      -16.2     -15.5       2.9238     0.0008     2.9122     0.0008    0.01167    0.00050 
  102.563    239      -15.8     -15.2       2.9216     0.0008     2.9106     0.0009    0.01063    0.00021 
  102.568    239      -15.9     -15.3       2.9203     0.0008     2.9109     0.0008    0.00901    0.00011 
  102.573    239      -15.7     -15.0       2.9186     0.0003     2.9123     0.0007    0.00825    0.00085 
  102.611    240      -15.7     -15.8       2.9228     0.0007     2.9164     0.0006    0.00717    0.00056 
  102.616    240      -15.8     -15.9       2.9155     0.0003     2.9070     0.0004    0.00830    0.00013 
  102.621    240      -15.5     -15.6       2.9107     0.0003     2.9001     0.0002    0.00986    0.00016 
  102.626    240      -15.7     -15.8       2.9078     0.0007     2.8953     0.0004    0.01150    0.00036 
  102.631    240      -15.7     -15.8       2.9063     0.0008     2.8937     0.0005    0.01187    0.00035 
  102.636    240      -15.8     -16.0       2.9080     0.0004     2.8957     0.0001    0.01140    0.00056 
  102.641    240      -15.7     -15.7       2.9115     0.0005     2.8999     0.0004    0.01097    0.00035 
  102.646    240      -15.9     -16.1       2.9149     0.0006     2.9035     0.0007    0.01060    0.00046 
  102.651    240      -16.0     -16.1       2.9181     0.0007     2.9061     0.0008    0.01070    0.00046 
  102.656    240      -15.8     -16.1       2.9200     0.0006     2.9075     0.0007    0.01150    0.00036 
  102.661    240      -15.7     -16.0       2.9223     0.0004     2.9096     0.0002    0.01167    0.00025 
  102.666    240      -15.8     -16.0       2.9252     0.0005     2.9134     0.0002    0.01097    0.00040 
  102.671    240      -15.8     -16.1       2.9279     0.0003     2.9176     0.0002    0.01018    0.00033 
  102.676    240      -15.9     -16.3       2.9282     0.0003     2.9197     0.0005    0.00857    0.00043 
  102.681    240      -15.9     -16.2       2.9249     0.0008     2.9171     0.0008    0.00802    0.00004 
  102.686    240      -16.0     -16.3       2.9199     0.0010     2.9112     0.0010    0.00852    0.00006 
  102.691    240      -16.0     -16.3       2.9158     0.0004     2.9055     0.0006    0.00950    0.00010 
  102.696    240      -15.9     -16.2       2.9147     0.0006     2.9039     0.0004    0.01021    0.00029 
  102.701    240      -15.6     -15.9       2.9139     0.0003     2.9036     0.0006    0.00986    0.00016 
  102.706    240      -16.1     -16.3       2.9023     0.0001     2.8996     0.0005    0.00321    0.00078 
  102.711    240      -15.7     -15.9       2.8880     0.0002     2.8798     0.0007    0.01193    0.00112 
  102.716    240      -16.0     -16.3       2.8767     0.0004     2.8529     0.0010    0.02347    0.00161 
  102.721    240      -15.6     -15.9       2.8809     0.0005     2.8620     0.0019    0.02027    0.00168 
  102.726    240      -15.9     -16.0       2.8938     0.0006     2.8881     0.0005    0.00817    0.00108 
  102.731    240      -15.6     -15.9       2.9127     0.0004     2.9086     0.0001    0.00405 
  102.736    240      -16.2     -16.3       2.9257     0.0003     2.9169     0.0000    0.00823 
  102.741    240      -15.7     -16.0       2.9306     0.0002     2.9201     0.0000    0.00963 
  102.746    240      -16.0     -16.4       2.9322     0.0000     2.9219     0.0001    0.01010 
  102.751    240      -15.5     -15.7       2.9315     0.0002     2.9224     0.0001    0.00882 
  102.756    240      -16.2     -16.4       2.9277     0.0001     2.9188     0.0002    0.00860 
  102.761    240      -16.0     -16.2       2.9218     0.0002     2.9115     0.0003    0.01000    0.00030 
  102.766    240      -16.0     -16.1       2.9124     0.0002     2.9016     0.0002    0.01007    0.00014 
  102.771    240      -16.2     -16.4       2.9027     0.0005     2.8930     0.0003    0.00920    0.00016 
  102.776    240      -16.4     -16.7       2.8986     0.0002     2.8890     0.0004    0.00871    0.00016 
  102.781    240      -16.0     -16.2       2.8974     0.0002     2.8872     0.0004    0.00944    0.00019 
  102.786    240      -15.9     -16.0       2.8942     0.0004     2.8836     0.0002    0.01016    0.00037 
  102.791    240      -16.1     -16.2       2.8885     0.0001     2.8777     0.0001    0.01067    0.00021 
  102.796    240      -16.2     -16.4       2.8865     0.0001     2.8773     0.0006    0.00934    0.00026 
  102.801    240      -16.1     -16.3       2.8971     0.0003     2.8907     0.0010    0.00746    0.00051 
  102.806    240      -16.1     -16.3       2.9136     0.0003     2.9078     0.0005    0.00632    0.00075 
  102.811    240      -16.4     -16.7       2.9228     0.0005     2.9169     0.0004    0.00690    0.00090 
  102.816    240      -15.9     -16.1       2.9203     0.0004     2.9144     0.0004    0.00712    0.00063 
  102.821    240      -16.4     -16.7       2.9137     0.0003     2.9083     0.0005    0.00635    0.00058 
  102.826    240      -16.4     -16.6       2.9129     0.0008     2.9073     0.0006    0.00615    0.00039 
  102.831    240      -16.5     -16.7       2.9152     0.0005     2.9090     0.0004    0.00673    0.00020 
  102.836    240      -16.4     -16.6       2.9171     0.0004     2.9103     0.0003    0.00688    0.00023 
  102.841    240      -15.9     -16.1       2.9163     0.0005     2.9111     0.0004    0.00553    0.00038 
  102.846    240      -16.3     -16.5       2.9130     0.0003     2.9089     0.0005    0.00467    0.00050 
  102.851    240      -16.0     -16.0       2.9105     0.0004     2.9052     0.0004    0.00575    0.00032 
  102.856    240      -16.3     -16.2       2.9135     0.0006     2.9057     0.0003    0.00828    0.00022 
  102.861    240      -16.5     -16.2       2.9222     0.0006     2.9126     0.0004    0.01067    0.00040 
  102.866    240      -16.2     -15.8       2.9308     0.0006     2.9202     0.0004    0.01133    0.00061 
  102.871    240      -16.4     -15.9       2.9340     0.0004     2.9244     0.0005    0.01047    0.00073 
  102.876    240      -16.2     -15.7       2.9334     0.0004     2.9263     0.0005    0.00734    0.00012 
  102.881    240      -16.2     -15.6       2.9329     0.0004     2.9270     0.0006    0.00605    0.00035 
  102.886    240      -16.1     -15.4       2.9311     0.0008     2.9240     0.0006    0.00692    0.00040 
  102.891    240      -15.9     -15.3       2.9277     0.0004     2.9195     0.0003    0.00804    0.00005 
  102.896    240      -16.1     -15.5       2.9271     0.0004     2.9192     0.0003    0.00798    0.00041 
  102.901    240      -15.8     -15.2       2.9298     0.0005     2.9219     0.0004    0.00811    0.00006 
  102.906    240      -15.8     -15.2       2.9314     0.0005     2.9231     0.0004    0.00850    0.00003 
  102.911    240      -16.2     -15.6       2.9302     0.0004     2.9214     0.0005    0.00873    0.00008 
  102.916    240      -15.7     -15.0       2.9286     0.0004     2.9199     0.0003    0.00879    0.00005 
  102.921    240      -15.8     -15.2       2.9301     0.0003     2.9208     0.0004    0.00886    0.00006 
  102.926    240      -16.1     -15.4       2.9317     0.0004     2.9222     0.0005    0.00896    0.00005 
  102.931    240      -15.6     -14.9       2.9329     0.0006     2.9227     0.0005    0.00923    0.00012 
  102.936    240      -15.4     -14.7       2.9333     0.0008     2.9222     0.0005    0.01004    0.00024 
  102.941    240      -15.8     -15.1       2.9325     0.0006     2.9213     0.0003    0.01014    0.00020 
  102.946    240      -15.5     -15.0       2.9306     0.0008     2.9207     0.0005    0.00914    0.00012 
  102.951    240      -15.7     -15.5       2.9285     0.0002     2.9200     0.0001    0.00816    0.00025 
  102.956    240      -15.3     -15.3       2.9265     0.0001     2.9178     0.0003    0.00833    0.00031 
  102.961    240      -15.3     -15.4       2.9293     0.0002     2.9200     0.0003    0.00889    0.00013 
  102.966    240      -15.7     -15.9       2.9368     0.0009     2.9283     0.0007    0.00827    0.00009 
  102.971    240      -15.8     -15.9       2.9436     0.0007     2.9362     0.0009    0.00760    0.00013 
  102.976    240      -15.7     -16.0       2.9471     0.0004     2.9397     0.0006    0.00732    0.00015 
  102.981    240      -15.5     -15.7       2.9478     0.0003     2.9396     0.0004    0.00748    0.00010 
  102.986    240      -15.4     -15.5       2.9455     0.0004     2.9376     0.0004    0.00695    0.00022 
  102.991    240      -15.5     -15.7       2.9412     0.0006     2.9341     0.0007    0.00642    0.00024 
  102.996    240      -15.9     -16.1       2.9347     0.0009     2.9279     0.0012    0.00667    0.00020 
  103.001    240      -15.4     -15.5       2.9245     0.0004     2.9172     0.0007    0.00779    0.00028 
  103.006    240      -15.4     -15.5       2.9159     0.0003     2.9077     0.0007    0.00947    0.00058 
  103.011    240      -15.5     -15.7       2.9138     0.0003     2.9051     0.0002    0.00987    0.00036 
  103.016    240      -15.7     -15.9       2.9141     0.0004     2.9047     0.0005    0.00967    0.00056 
  103.021    240      -15.7     -15.9       2.9128     0.0005     2.9032     0.0005    0.00945    0.00019 
  103.026    240      -15.6     -15.7       2.9076     0.0002     2.8976     0.0003    0.00966    0.00014 
  103.031    240      -15.6     -16.0       2.8964     0.0003     2.8863     0.0003    0.00973    0.00015 
  103.036    240      -15.5     -15.8       2.8837     0.0002     2.8738     0.0001    0.00971    0.00021 
  103.041    240      -15.6     -15.8       2.8785     0.0004     2.8681     0.0003    0.01013    0.00035 
  103.046    240      -15.9     -16.1       2.8785     0.0003     2.8674     0.0003    0.01067    0.00057 
  103.051    240      -15.6     -15.7       2.8795     0.0002     2.8682     0.0003    0.01110    0.00028 
  103.056    240      -15.8     -15.9       2.8838     0.0002     2.8726     0.0002    0.01080    0.00028 
  103.061    240      -16.0     -16.1       2.8957     0.0002     2.8855     0.0003    0.01040    0.00046 
  103.066    240      -15.8     -15.9       2.9073     0.0005     2.8979     0.0006    0.00994    0.00018 
  103.071    240      -16.0     -16.2       2.9116     0.0007     2.9032     0.0002    0.00952    0.00019 
  103.111    241      -16.4     -16.4       2.9281     0.0003     2.9189     0.0002    0.00893    0.00011 
  103.116    241      -15.9     -15.9       2.9264     0.0008     2.9174     0.0005    0.00854    0.00029 
  103.121    241      -16.3     -16.3       2.9221     0.0004     2.9128     0.0004    0.00891    0.00019 
  103.126    241      -16.4     -16.4       2.9146     0.0004     2.9050     0.0003    0.00963    0.00032 
  103.131    241      -15.9     -15.9       2.9069     0.0004     2.8976     0.0007    0.00946    0.00011 
  103.136    241      -16.3     -16.3       2.9062     0.0004     2.8991     0.0006    0.00733    0.00014 
  103.141    241      -16.4     -16.4       2.9130     0.0003     2.9078     0.0006    0.00553    0.00039 
  103.146    241      -16.3     -16.3       2.9201     0.0001     2.9150     0.0008    0.00532    0.00067 
  103.151    241      -15.8     -15.8       2.9247     0.0003     2.9179     0.0012    0.00688    0.00047 
  103.156    241      -16.0     -15.9       2.9267     0.0002     2.9171     0.0009    0.00931    0.00063 
  103.161    241      -16.0     -16.0       2.9252     0.0005     2.9149     0.0011    0.01088    0.00090 
  103.166    241      -16.1     -16.1       2.9254     0.0004     2.9152     0.0005    0.01027    0.00021 
  103.171    241      -16.5     -16.5       2.9267     0.0003     2.9173     0.0003    0.00954    0.00041 
  103.176    241      -16.0     -16.1       2.9264     0.0006     2.9175     0.0003    0.00844    0.00016 
  103.181    241      -16.2     -16.2       2.9233     0.0008     2.9147     0.0006    0.00822    0.00028 
  103.186    241      -16.2     -16.2       2.9205     0.0005     2.9114     0.0002    0.00860    0.00041 
  103.191    241      -16.0     -16.2       2.9165     0.0004     2.9075     0.0006    0.00862    0.00038 
  103.196    241      -16.5     -16.6       2.9133     0.0003     2.9045     0.0003    0.00860    0.00038 
  103.201    241      -16.5     -16.5       2.9125     0.0002     2.9040     0.0003    0.00791    0.00016 
  103.206    241      -16.4     -16.5       2.9195     0.0003     2.9114     0.0001    0.00786    0.00047 
  103.211    241      -16.0     -16.2       2.9286     0.0004     2.9205     0.0002    0.00791    0.00057 
  103.216    241      -16.0     -16.1       2.9332     0.0002     2.9240     0.0002    0.00884    0.00064 
  103.221    241      -16.0     -16.1       2.9322     0.0004     2.9219     0.0001    0.00992    0.00067 
  103.226    241      -16.3     -16.4       2.9294     0.0005     2.9180     0.0002    0.01037    0.00042 
  103.231    241      -16.4     -16.4       2.9282     0.0004     2.9167     0.0003    0.01044    0.00059 
  103.236    241      -16.2     -16.3       2.9297     0.0004     2.9187     0.0002    0.00973    0.00045 
  103.241    241      -16.2     -16.3       2.9309     0.0001     2.9222     0.0001    0.00793    0.00040 
  103.246    241      -16.3     -16.4       2.9293     0.0004     2.9244     0.0003    0.00484    0.00015 
  103.251    241      -16.3     -16.3       2.9268     0.0004     2.9235     0.0007    0.00359    0.00024 
  103.256    241      -16.5     -16.7       2.9248     0.0003     2.9190     0.0001    0.00546    0.00026 
  103.261    241      -16.5     -16.5       2.9242     0.0004     2.9159     0.0003    0.00790    0.00033 
  103.266    241      -16.4     -16.5       2.9259     0.0004     2.9172     0.0001    0.00825    0.00042 
  103.271    241      -15.8     -15.9       2.9283     0.0001     2.9211     0.0001    0.00693    0.00022 
  103.276    241      -16.5     -16.6       2.9289     0.0002     2.9243     0.0003    0.00456    0.00009 
  103.281    241      -16.0     -16.0       2.9293     0.0002     2.9257     0.0006    0.00282    0.00043 
  103.286    241      -16.1     -16.1       2.9334     0.0004     2.9294     0.0004    0.00334    0.00022 
  103.291    241      -16.0     -16.0       2.9362     0.0004     2.9317     0.0008    0.00416    0.00027 
  103.296    241      -16.5     -16.5       2.9357     0.0002     2.9315     0.0002    0.00417    0.00013 
  103.301    241      -16.2     -16.3       2.9328     0.0002     2.9293     0.0002    0.00365    0.00020 
  103.306    241      -16.4     -16.4       2.9287     0.0002     2.9251     0.0002    0.00361    0.00020 
  103.311    241      -16.5     -16.5       2.9256     0.0001     2.9207     0.0002    0.00482    0.00028 
  103.316    241      -16.5     -16.5       2.9254     0.0002     2.9188     0.0003    0.00609    0.00025 
  103.321    241      -16.5     -16.5       2.9277     0.0004     2.9210     0.0002    0.00610    0.00046 
  103.326    241      -16.5     -16.5       2.9303     0.0004     2.9255     0.0003    0.00449    0.00048 
  103.331    241      -16.2     -16.1       2.9311     0.0002     2.9278     0.0004    0.00273    0.00036 
  103.336    241      -16.3     -16.2       2.9323     0.0004     2.9292     0.0003    0.00308    0.00075 
  103.341    241      -16.0     -16.0       2.9349     0.0003     2.9291     0.0004    0.00608    0.00040 
  103.346    241      -16.2     -16.2       2.9366     0.0006     2.9295     0.0007    0.00747    0.00042 
  103.351    241      -16.4     -16.5       2.9340     0.0005     2.9269     0.0001    0.00754    0.00041 
  103.356    241      -16.5     -16.5       2.9315     0.0007     2.9250     0.0004    0.00677    0.00045 
  103.361    241      -16.2     -16.1       2.9283     0.0002     2.9228     0.0003    0.00616    0.00025 
  103.366    241      -16.5     -16.6       2.9260     0.0002     2.9213     0.0005    0.00564    0.00029 
  103.371    241      -16.6     -16.7       2.9201     0.0004     2.9152     0.0003    0.00575    0.00017 
  103.376    241      -16.2     -16.3       2.9121     0.0003     2.9070     0.0004    0.00637    0.00032 
  103.381    241      -16.5     -16.6       2.9055     0.0004     2.9003     0.0005    0.00682    0.00046 
  103.386    241      -16.4     -16.4       2.9019     0.0002     2.8965     0.0002    0.00701    0.00058 
  103.391    241      -16.0     -16.0       2.8991     0.0002     2.8932     0.0001    0.00719    0.00090 
  103.396    241      -16.3     -16.2       2.8958     0.0003     2.8882     0.0002    0.00835    0.00104 
  103.401    241      -16.5     -16.1       2.8929     0.0004     2.8848     0.0006    0.00898    0.00089 
  103.406    241      -16.5     -16.1       2.8937     0.0001     2.8844     0.0002    0.00951    0.00034 
  103.411    241      -16.2     -15.7       2.8933     0.0002     2.8837     0.0002    0.01063    0.00012 
  103.446    242      -16.3     -15.9       2.9292     0.0005     2.9212     0.0000    0.00739    0.00021 
  103.451    242      -16.3     -15.8       2.9299     0.0005     2.9220     0.0006    0.00734    0.00032 
