  Depth   SampleID      Ti        Ta        P1       P1sigma      P2       P2sigma      DA       DAsigma  
   62.580    152      -16.5     -15.7       2.5555     0.0007     2.5500     0.0002    0.00457    0.00051 
   62.585    152      -16.0     -15.3       2.5564     0.0004     2.5521     0.0005    0.00397    0.00057 
   62.590    152      -16.2     -15.4       2.5581     0.0005     2.5528     0.0004    0.00521    0.00076 
   62.595    152      -16.2     -15.4       2.5584     0.0003     2.5503     0.0001    0.00881    0.00020 
   62.600    152      -16.0     -15.2       2.5574     0.0007     2.5466     0.0005    0.01183    0.00032 
   62.605    152      -16.6     -16.6       2.5548     0.0007     2.5447     0.0004    0.01021    0.00029 
   62.610    152      -16.1     -16.7       2.5544     0.0010     2.5488     0.0005    0.00488    0.00078 
   62.615    152      -16.3     -17.1       2.5583     0.0001     2.5580     0.0001    0.00125    0.00000 
   62.620    152      -16.1     -17.0       2.5634     0.0001     2.5630     0.0001    0.00021    0.00000 
   62.645    152      -16.4     -16.9       2.5516     0.0003     2.5476     0.0003    0.00254    0.00017 
   62.650    152      -16.6     -16.9       2.5541     0.0003     2.5502     0.0005    0.00209    0.00025 
   62.700    153      -17.1     -17.0       2.5538     0.0024     2.5489     0.0032    0.00490    0.00083 
   62.705    153      -17.1     -16.9       2.5446     0.0002     2.5375     0.0006    0.00857    0.00040 
   62.710    153      -16.9     -16.5       2.5431     0.0009     2.5344     0.0006    0.00959    0.00025 
   62.715    153      -17.1     -16.6       2.5441     0.0008     2.5363     0.0007    0.00796    0.00015 
   62.720    153      -17.2     -16.7       2.5483     0.0005     2.5412     0.0004    0.00684    0.00015 
   62.725    153      -17.0     -16.4       2.5537     0.0002     2.5452     0.0003    0.00735    0.00030 
   62.730    153      -16.7     -16.0       2.5563     0.0002     2.5469     0.0001    0.00819    0.00010 
   62.735    153      -16.7     -16.0       2.5571     0.0001     2.5475     0.0005    0.00939    0.00052 
   62.740    153      -16.6     -15.8       2.5595     0.0001     2.5484     0.0003    0.01077    0.00021 
   62.745    153      -16.6     -15.8       2.5637     0.0004     2.5515     0.0008    0.01307    0.00055 
   62.750    153      -16.6     -15.8       2.5676     0.0010     2.5549     0.0007    0.01330    0.00035 
   62.755    153      -16.8     -15.9       2.5701     0.0007     2.5576     0.0004    0.01260    0.00035 
   62.760    153      -16.5     -15.6       2.5712     0.0003     2.5581     0.0003    0.01287    0.00055 
   62.765    153      -17.0     -16.1       2.5704     0.0002     2.5554     0.0004    0.01450    0.00045 
   62.770    153      -16.5     -15.6       2.5676     0.0001     2.5523     0.0005    0.01483    0.00042 
   62.775    153      -16.5     -15.6       2.5642     0.0002     2.5497     0.0003    0.01417    0.00046 
   62.780    153      -16.7     -15.8       2.5634     0.0003     2.5505     0.0003    0.01213    0.00030 
   62.785    153      -16.7     -15.8       2.5661     0.0001     2.5556     0.0003    0.00990    0.00020 
   62.790    153      -16.6     -16.6       2.5695     0.0010     2.5611     0.0007    0.00761    0.00071 
   62.795    153      -16.3     -16.8       2.5755     0.0002     2.5718     0.0001    0.00346    0.00023 
   62.800    153      -17.0     -17.9       2.5779     0.0013     2.5776     0.0015    0.00058    0.00000 
   62.805    153      -17.1     -18.0       2.5778     0.0001     2.5775     0.0001    0.00033    0.00000 
   62.820    153      -16.9     -17.7       2.5654     0.0010     2.5593     0.0005    0.00461    0.00081 
   62.825    153      -16.8     -17.4       2.5622     0.0003     2.5545     0.0005    0.00753    0.00057 
   62.830    153      -16.9     -17.3       2.5594     0.0003     2.5527     0.0005    0.00753    0.00021 
   62.835    153      -16.6     -16.8       2.5545     0.0005     2.5508     0.0003    0.00467    0.00069 
   62.840    153      -16.5     -16.6       2.5514     0.0015     2.5481     0.0014    0.00334    0.00021 
   62.845    153      -16.9     -16.8       2.5488     0.0010     2.5478     0.0003    0.00163    0.00000 
   62.850    153      -16.5     -16.3       2.5425     0.0008     2.5415     0.0004    0.00138    0.00118 
   62.855    153      -16.5     -16.2       2.5319     0.0001     2.5317     0.0001    0.00067    0.00000 
   62.860    153      -16.9     -16.6       2.5244     0.0008     2.5190     0.0005    0.00584    0.00025 
   62.865    153      -16.8     -16.4       2.5202     0.0003     2.5117     0.0003    0.00886    0.00032 
   62.870    153      -17.0     -16.5       2.5182     0.0003     2.5086     0.0007    0.01018    0.00044 
   62.875    153      -16.4     -15.8       2.5240     0.0002     2.5128     0.0003    0.01133    0.00015 
   62.880    153      -16.5     -15.9       2.5372     0.0004     2.5250     0.0007    0.01200    0.00036 
   62.885    153      -16.8     -16.1       2.5492     0.0003     2.5369     0.0004    0.01150    0.00015 
   62.890    153      -16.5     -15.8       2.5533     0.0005     2.5420     0.0007    0.01060    0.00015 
   62.895    153      -16.7     -16.0       2.5493     0.0005     2.5379     0.0001    0.01057    0.00062 
   62.900    153      -16.8     -16.0       2.5440     0.0005     2.5316     0.0002    0.01157    0.00055 
   62.905    153      -16.8     -16.0       2.5398     0.0005     2.5274     0.0005    0.01203    0.00030 
   62.910    153      -16.5     -15.7       2.5405     0.0006     2.5304     0.0003    0.01038    0.00031 
   62.915    153      -16.2     -15.4       2.5494     0.0003     2.5430     0.0003    0.00757    0.00042 
   62.920    153      -16.6     -15.8       2.5622     0.0001     2.5558     0.0002    0.00663    0.00021 
   62.925    153      -16.6     -15.8       2.5697     0.0003     2.5627     0.0001    0.00751    0.00021 
   62.930    153      -16.5     -15.7       2.5704     0.0002     2.5617     0.0003    0.00865    0.00015 
   62.935    153      -16.7     -16.0       2.5658     0.0005     2.5567     0.0007    0.00954    0.00042 
   62.940    153      -16.0     -16.3       2.5616     0.0010     2.5520     0.0003    0.00992    0.00070 
   62.945    153      -16.5     -17.2       2.5594     0.0002     2.5468     0.0004    0.01287    0.00015 
   62.950    153      -16.5     -17.3       2.5569     0.0005     2.5415     0.0003    0.01545    0.00075 
   62.955    153      -16.6     -17.5       2.5526     0.0004     2.5379     0.0005    0.01460    0.00075 
   62.960    153      -16.6     -17.6       2.5498     0.0007     2.5369     0.0007    0.01303    0.00021 
   62.965    153      -16.9     -18.0       2.5506     0.0010     2.5376     0.0010    0.01270    0.00026 
   62.970    153      -16.5     -17.6       2.5543     0.0004     2.5408     0.0006    0.01307    0.00035 
   62.975    153      -16.8     -17.7       2.5610     0.0001     2.5463     0.0003    0.01410    0.00040 
   62.980    153      -16.7     -17.3       2.5679     0.0004     2.5532     0.0001    0.01383    0.00031 
   62.985    153      -16.8     -17.2       2.5755     0.0003     2.5622     0.0002    0.01327    0.00045 
   62.990    153      -16.8     -17.0       2.5804     0.0005     2.5709     0.0006    0.01050    0.00026 
   62.995    153      -16.4     -16.5       2.5787     0.0004     2.5714     0.0002    0.00777    0.00031 
   63.000    153      -16.8     -16.8       2.5723     0.0004     2.5651     0.0004    0.00722    0.00021 
   63.005    153      -16.3     -16.1       2.5628     0.0002     2.5532     0.0002    0.00915    0.00031 
   63.010    153      -16.2     -16.0       2.5539     0.0013     2.5420     0.0006    0.01150    0.00070 
   63.015    153      -16.8     -16.5       2.5466     0.0009     2.5345     0.0006    0.01203    0.00046 
   63.020    153      -16.8     -16.4       2.5410     0.0002     2.5296     0.0002    0.01083    0.00010 
   63.025    153      -16.7     -16.3       2.5394     0.0002     2.5285     0.0002    0.01003    0.00010 
   63.030    153      -16.2     -15.7       2.5467     0.0003     2.5353     0.0004    0.01063    0.00015 
   63.035    153      -16.4     -15.8       2.5598     0.0009     2.5465     0.0009    0.01253    0.00006 
   63.040    153      -16.6     -16.0       2.5692     0.0012     2.5547     0.0012    0.01363    0.00015 
   63.045    153      -16.4     -15.8       2.5683     0.0002     2.5551     0.0001    0.01270    0.00015 
   63.050    153      -16.4     -15.7       2.5624     0.0001     2.5525     0.0002    0.00996    0.00015 
   63.055    153      -16.0     -15.3       2.5546     0.0004     2.5473     0.0006    0.00737    0.00025 
   63.060    153      -16.2     -15.5       2.5484     0.0004     2.5407     0.0008    0.00796    0.00064 
   63.065    153      -16.0     -15.3       2.5489     0.0002     2.5393     0.0005    0.01050    0.00070 
   63.070    153      -16.6     -15.9       2.5568     0.0009     2.5460     0.0010    0.01250    0.00035 
   63.075    153      -16.0     -15.3       2.5668     0.0012     2.5556     0.0009    0.01325    0.00061 
   63.080    153      -16.2     -15.5       2.5722     0.0004     2.5617     0.0007    0.01240    0.00092 
   63.085    153      -16.5     -15.7       2.5700     0.0006     2.5613     0.0006    0.01024    0.00030 
   63.090    153      -16.5     -16.1       2.5604     0.0012     2.5593     0.0006    0.00183    0.00000 
   63.095    153      -16.2     -16.6       2.5586     0.0011     2.5576     0.0004    0.00123    0.00000 
   63.100    153      -16.1     -16.6       2.5664     0.0003     2.5577     0.0003    0.00914    0.00030 
   63.105    153      -16.6     -17.3       2.5685     0.0001     2.5584     0.0002    0.00993    0.00032 
   63.110    153      -16.4     -17.2       2.5686     0.0003     2.5593     0.0006    0.00965    0.00032 
   63.115    153      -16.4     -17.4       2.5694     0.0005     2.5612     0.0007    0.00820    0.00029 
   63.120    153      -16.4     -17.5       2.5705     0.0005     2.5640     0.0005    0.00599    0.00029 
   63.125    153      -16.6     -17.7       2.5715     0.0002     2.5664     0.0004    0.00511    0.00035 
   63.130    153      -16.4     -17.3       2.5723     0.0002     2.5654     0.0008    0.00677    0.00093 
   63.135    153      -16.2     -16.9       2.5736     0.0004     2.5657     0.0003    0.00812    0.00064 
   63.140    153      -16.7     -17.2       2.5745     0.0003     2.5679     0.0005    0.00645    0.00071 
   63.145    153      -16.6     -16.9       2.5743     0.0004     2.5687     0.0004    0.00510    0.00020 
   63.150    153      -16.5     -16.7       2.5739     0.0003     2.5680     0.0006    0.00567    0.00081 
   63.155    153      -16.4     -16.4       2.5732     0.0001     2.5668     0.0006    0.00672    0.00060 
   63.200    154      -16.2     -17.0       2.5529     0.0003     2.5400     0.0002    0.01353    0.00026 
   63.205    154      -16.7     -17.3       2.5502     0.0007     2.5365     0.0007    0.01363    0.00020 
   63.210    154      -16.2     -16.6       2.5491     0.0004     2.5342     0.0007    0.01490    0.00035 
   63.215    154      -16.6     -16.9       2.5501     0.0001     2.5350     0.0006    0.01410    0.00064 
   63.220    154      -16.5     -16.6       2.5521     0.0008     2.5396     0.0009    0.01243    0.00012 
   63.225    154      -16.6     -16.6       2.5536     0.0005     2.5446     0.0005    0.00812    0.00021 
   63.230    154      -16.5     -16.5       2.5523     0.0003     2.5465     0.0007    0.00476    0.00046 
   63.235    154      -16.3     -16.2       2.5495     0.0003     2.5448     0.0010    0.00370    0.00062 
   63.240    154      -16.5     -16.3       2.5489     0.0005     2.5458     0.0002    0.00261    0.00060 
   63.245    154      -16.1     -15.9       2.5536     0.0003     2.5535     0.0002    0.00112    0.00017 
   63.250    154      -15.9     -15.6       2.5610     0.0007     2.5595     0.0009    0.00257    0.00131 
   63.255    154      -16.1     -15.8       2.5643     0.0006     2.5564     0.0008    0.01010    0.00040 
   63.260    154      -16.1     -15.7       2.5634     0.0009     2.5487     0.0009    0.01583    0.00046 
   63.265    154      -16.3     -15.9       2.5578     0.0007     2.5404     0.0004    0.01713    0.00035 
   63.270    154      -16.6     -16.1       2.5549     0.0009     2.5377     0.0007    0.01645    0.00025 
   63.275    154      -16.2     -15.7       2.5545     0.0003     2.5373     0.0003    0.01560    0.00006 
   63.280    154      -16.2     -15.7       2.5554     0.0003     2.5384     0.0001    0.01570    0.00032 
   63.285    154      -16.0     -15.5       2.5541     0.0003     2.5381     0.0001    0.01795    0.00026 
   63.335    155      -17.1     -17.6       2.5640     0.0006     2.5608     0.0005    0.00305    0.00046 
   63.340    155      -17.0     -17.3       2.5391     0.0006     2.5372     0.0004    0.00191    0.00092 
   63.345    155      -16.8     -16.9       2.5214     0.0011     2.5205     0.0005    0.00144    0.00130 
   63.350    155      -16.9     -16.9       2.5247     0.0005     2.5188     0.0009    0.00682    0.00100 
   63.355    155      -16.8     -16.7       2.5395     0.0008     2.5307     0.0012    0.01153    0.00040 
   63.360    155      -17.0     -16.7       2.5543     0.0001     2.5437     0.0004    0.01253    0.00040 
   63.365    155      -17.2     -16.8       2.5601     0.0004     2.5493     0.0009    0.01243    0.00100 
   63.370    155      -17.2     -16.7       2.5590     0.0007     2.5469     0.0008    0.01257    0.00038 
   63.375    155      -16.7     -16.2       2.5568     0.0007     2.5434     0.0010    0.01293    0.00062 
   63.380    155      -16.7     -16.1       2.5549     0.0007     2.5414     0.0008    0.01183    0.00032 
   63.385    155      -16.9     -16.2       2.5526     0.0002     2.5389     0.0004    0.01153    0.00026 
   63.390    155      -16.8     -16.1       2.5495     0.0005     2.5357     0.0007    0.01163    0.00020 
